G84	G87	1.74594879616782
G87	G84	1.74594879616782
G4	G42	1.74575862754681
G42	G4	1.74575862754681
G29	G84	1.74571384651748
G84	G29	1.74571384651748
G83	G43	1.7443547236802
G43	G83	1.7443547236802
G51	G94	1.74304071034585
G94	G51	1.74304071034585
G13	G36	1.74054319228999
G36	G13	1.74054319228999
G73	G7	1.73887167746522
G7	G73	1.73887167746522
G39	G28	1.7385443373535
G28	G39	1.7385443373535
G89	G87	1.73841342128411
G87	G89	1.73841342128411
G4	G39	1.73698320901272
G39	G4	1.73698320901272
G83	G7	1.73641705349727
G7	G83	1.73641705349727
G36	G7	1.73423172535854
G7	G36	1.73423172535854
G99	G2	1.73180357612019
G2	G99	1.73180357612019
G47	G17	1.73163761311269
G17	G47	1.73163761311269
G41	G11	1.72867764983029
G11	G41	1.72867764983029
G18	G31	1.72621107221936
G31	G18	1.72621107221936
G8	G56	1.72616080268885
G56	G8	1.72616080268885
G25	G99	1.72042455835058
G99	G25	1.72042455835058
G92	G34	1.71913898005023
G34	G92	1.71913898005023
G10	G85	1.7164367691238
G85	G10	1.7164367691238
G81	G78	1.71587231417257
G78	G81	1.71587231417257
G15	G100	1.71537299204925
G100	G15	1.71537299204925
G30	G55	1.71404393986702
G55	G30	1.71404393986702
G37	G4	1.71396537641437
G4	G37	1.71396537641437
G15	G92	1.71195684036397
G92	G15	1.71195684036397
G60	G92	1.71094605649268
G92	G60	1.71094605649268
G58	G100	1.70988486699764
G100	G58	1.70988486699764
G79	G16	1.70919307777499
G16	G79	1.70919307777499
G84	G12	1.70223050580948
G12	G84	1.70223050580948
G58	G71	1.69856507938426
G71	G58	1.69856507938426
G57	G75	1.69801988437054
G75	G57	1.69801988437054
G99	G50	1.69668819428621
G50	G99	1.69668819428621
G52	G86	1.6963592312736
G86	G52	1.6963592312736
G62	G65	1.69595985521473
G65	G62	1.69595985521473
G93	G15	1.69594345536832
G15	G93	1.69594345536832
G19	G67	1.69568054628584
G67	G19	1.69568054628584
G38	G98	1.68973359060126
G98	G38	1.68973359060126
G50	G9	1.68823933946944
G9	G50	1.68823933946944
G26	G37	1.68733249976483
G37	G26	1.68733249976483
G84	G25	1.68645340462443
G25	G84	1.68645340462443
G7	G74	1.68507906924883
G74	G7	1.68507906924883
G18	G43	1.68395996705483
G43	G18	1.68395996705483
G85	G1	1.68222916159796
G1	G85	1.68222916159796
G30	G67	1.68155559506217
G67	G30	1.68155559506217
G90	G93	1.68102629557595
G93	G90	1.68102629557595
G21	G25	1.68090999866102
G25	G21	1.68090999866102
G54	G94	1.67998841676137
G94	G54	1.67998841676137
G100	G92	1.67989904789499
G92	G100	1.67989904789499
G46	G52	1.67987528574524
G52	G46	1.67987528574524
G46	G61	1.67894460690819
G61	G46	1.67894460690819
G26	G3	1.6754278295315
G3	G26	1.6754278295315
G67	G95	1.67461039679637
G95	G67	1.67461039679637
G94	G46	1.67122871081803
G46	G94	1.67122871081803
G16	G32	1.67114333204648
G32	G16	1.67114333204648
G67	G77	1.66866248365757
G77	G67	1.66866248365757
G93	G27	1.66499579247147
G27	G93	1.66499579247147
G57	G41	1.66446365682074
G41	G57	1.66446365682074
G73	G19	1.66235173214331
G19	G73	1.66235173214331
G63	G2	1.65928227163077
G2	G63	1.65928227163077
G38	G99	1.65551078081631
G99	G38	1.65551078081631
G28	G61	1.6537659949362
G61	G28	1.6537659949362
G89	G69	1.65352413481727
G69	G89	1.65352413481727
G69	G64	1.64820862128925
G64	G69	1.64820862128925
G9	G30	1.64048841719998
G30	G9	1.64048841719998
G91	G25	1.6403250854817
G25	G91	1.6403250854817
G67	G87	1.63921016219939
G87	G67	1.63921016219939
G20	G35	1.63812745559552
G35	G20	1.63812745559552
G9	G58	1.6375132100031
G58	G9	1.6375132100031
G90	G49	1.63704602139619
G49	G90	1.63704602139619
G56	G63	1.63543041419569
G63	G56	1.63543041419569
G36	G30	1.63408729249053
G30	G36	1.63408729249053
G50	G15	1.63222222194547
G15	G50	1.63222222194547
G82	G64	1.63129423275433
G64	G82	1.63129423275433
G67	G74	1.63050013127736
G74	G67	1.63050013127736
G63	G81	1.62774724774695
G81	G63	1.62774724774695
G9	G54	1.62660909184037
G54	G9	1.62660909184037
G24	G99	1.62602041855531
G99	G24	1.62602041855531
G63	G87	1.62559844984578
G87	G63	1.62559844984578
G72	G12	1.62515971112662
G12	G72	1.62515971112662
G88	G32	1.62480166275856
G32	G88	1.62480166275856
G10	G100	1.62464826280928
G100	G10	1.62464826280928
G63	G15	1.62016123042705
G15	G63	1.62016123042705
G79	G52	1.61927770798952
G52	G79	1.61927770798952
G33	G30	1.61773743686217
G30	G33	1.61773743686217
G74	G43	1.61671892022165
G43	G74	1.61671892022165
G96	G57	1.61340271666239
G57	G96	1.61340271666239
G64	G39	1.61239594302049
G39	G64	1.61239594302049
G84	G51	1.61022109961232
G51	G84	1.61022109961232
G25	G10	1.60868035288659
G10	G25	1.60868035288659
G86	G2	1.60867894351541
G2	G86	1.60867894351541
G15	G28	1.60468877524132
G28	G15	1.60468877524132
G94	G60	1.60181938347684
G60	G94	1.60181938347684
G43	G12	1.5989904428195
G12	G43	1.5989904428195
G80	G54	1.59756304108922
G54	G80	1.59756304108922
G76	G49	1.595925015047
G49	G76	1.595925015047
G47	G99	1.59553087944704
G99	G47	1.59553087944704
G15	G11	1.59202228765254
G11	G15	1.59202228765254
G60	G31	1.59191778058703
G31	G60	1.59191778058703
G97	G57	1.5904505955191
G57	G97	1.5904505955191
G14	G90	1.58856419584813
G90	G14	1.58856419584813
G76	G92	1.58464613834649
G92	G76	1.58464613834649
G99	G34	1.58454225467025
G34	G99	1.58454225467025
G17	G19	1.58346367599933
G19	G17	1.58346367599933
G47	G15	1.58305035410348
G15	G47	1.58305035410348
G77	G91	1.58296331527111
G91	G77	1.58296331527111
G92	G71	1.58281982503259
G71	G92	1.58281982503259
G49	G4	1.5810464831527
G4	G49	1.5810464831527
G92	G46	1.57806931037785
G46	G92	1.57806931037785
G27	G32	1.57741737018976
G32	G27	1.57741737018976
G35	G49	1.57597988921746
G49	G35	1.57597988921746
G89	G26	1.5753043557304
G26	G89	1.5753043557304
G67	G47	1.57416658656244
G47	G67	1.57416658656244
G27	G64	1.57298561109389
G64	G27	1.57298561109389
G67	G43	1.56980576562035
G43	G67	1.56980576562035
G18	G99	1.5684899490555
G99	G18	1.5684899490555
G55	G57	1.5678173726837
G57	G55	1.5678173726837
G81	G53	1.56716397811129
G53	G81	1.56716397811129
G26	G52	1.56646497085936
G52	G26	1.56646497085936
G53	G61	1.56437466059378
G61	G53	1.56437466059378
G1	G37	1.56114530996901
G37	G1	1.56114530996901
G59	G87	1.55570445692463
G87	G59	1.55570445692463
G6	G3	1.55517452351323
G3	G6	1.55517452351323
G45	G62	1.55468072626996
G62	G45	1.55468072626996
G31	G92	1.55374077684661
G92	G31	1.55374077684661
G39	G98	1.55320130864634
G98	G39	1.55320130864634
G79	G86	1.55045753681507
G86	G79	1.55045753681507
G4	G74	1.54965755045887
G74	G4	1.54965755045887
G55	G89	1.54718345268513
G89	G55	1.54718345268513
G12	G54	1.54460808432324
G54	G12	1.54460808432324
G99	G32	1.54364051625122
G32	G99	1.54364051625122
G77	G31	1.54118217008364
G31	G77	1.54118217008364
G44	G63	1.53975033752304
G63	G44	1.53975033752304
G90	G58	1.53945520036858
G58	G90	1.53945520036858
G76	G99	1.53659276909891
G99	G76	1.53659276909891
G51	G63	1.53635051569534
G63	G51	1.53635051569534
G23	G42	1.53219605619968
G42	G23	1.53219605619968
G1	G3	1.53166213347799
G3	G1	1.53166213347799
G59	G42	1.53084882939811
G42	G59	1.53084882939811
G28	G74	1.52971997962402
G74	G28	1.52971997962402
G23	G9	1.52909726471638
G9	G23	1.52909726471638
G93	G74	1.52478972983235
G74	G93	1.52478972983235
G57	G42	1.52339309703564
G42	G57	1.52339309703564
G8	G9	1.52336566289452
G9	G8	1.52336566289452
G11	G100	1.51985511549252
G100	G11	1.51985511549252
G31	G17	1.51606539186656
G17	G31	1.51606539186656
G79	G76	1.51432786954338
G76	G79	1.51432786954338
G79	G19	1.50951770239722
G19	G79	1.50951770239722
G89	G28	1.50876108887641
G28	G89	1.50876108887641
G12	G75	1.5058576177278
G75	G12	1.5058576177278
G3	G43	1.50575303040229
G43	G3	1.50575303040229
G34	G65	1.50517581744698
G65	G34	1.50517581744698
G18	G93	1.50429252900218
G93	G18	1.50429252900218
G19	G40	1.50391665349399
G40	G19	1.50391665349399
G50	G88	1.50245810325598
G88	G50	1.50245810325598
G94	G88	1.50130606941342
G88	G94	1.50130606941342
G30	G91	1.50079398106005
G91	G30	1.50079398106005
G54	G51	1.49965799257762
G51	G54	1.49965799257762
G43	G60	1.49953507906258
G60	G43	1.49953507906258
G34	G86	1.49691624988543
G86	G34	1.49691624988543
G72	G44	1.495218819338
G44	G72	1.495218819338
G100	G22	1.49491757142817
G22	G100	1.49491757142817
G49	G72	1.494741105103
G72	G49	1.494741105103
G53	G57	1.49195497750779
G57	G53	1.49195497750779
G37	G9	1.49167870617739
G9	G37	1.49167870617739
G45	G9	1.48628650879293
G9	G45	1.48628650879293
G68	G49	1.48358167700544
G49	G68	1.48358167700544
G26	G86	1.48325114912561
G86	G26	1.48325114912561
G34	G8	1.48103684089902
G8	G34	1.48103684089902
G62	G49	1.47801694403908
G49	G62	1.47801694403908
G16	G68	1.47652916355354
G68	G16	1.47652916355354
G34	G78	1.47353902921597
G78	G34	1.47353902921597
G71	G94	1.47343565854664
G94	G71	1.47343565854664
G43	G65	1.46881915362144
G65	G43	1.46881915362144
G98	G11	1.46774604078285
G11	G98	1.46774604078285
G1	G54	1.46714356185802
G54	G1	1.46714356185802
G78	G5	1.46645684119181
G5	G78	1.46645684119181
G94	G63	1.4662067484929
G63	G94	1.4662067484929
G34	G74	1.46507532611128
G74	G34	1.46507532611128
G75	G7	1.46404387916041
G7	G75	1.46404387916041
G13	G31	1.46332957349811
G31	G13	1.46332957349811
G67	G37	1.46230457446804
G37	G67	1.46230457446804
G3	G25	1.46140468002319
G25	G3	1.46140468002319
G58	G70	1.46036930072657
G70	G58	1.46036930072657
G26	G13	1.45713442378486
G13	G26	1.45713442378486
G51	G30	1.456600318802
G30	G51	1.456600318802
G71	G43	1.4561641688927
G43	G71	1.4561641688927
G2	G44	1.45426464151882
G44	G2	1.45426464151882
G84	G40	1.45392773506259
G40	G84	1.45392773506259
G83	G99	1.45172480121857
G99	G83	1.45172480121857
G52	G85	1.45081117942684
G85	G52	1.45081117942684
G51	G26	1.4481901427145
G26	G51	1.4481901427145
G68	G14	1.44772282672485
G14	G68	1.44772282672485
G32	G3	1.44667003555056
G3	G32	1.44667003555056
G25	G15	1.44358630301695
G15	G25	1.44358630301695
G21	G99	1.44330911914043
G99	G21	1.44330911914043
G21	G57	1.4390102463356
G57	G21	1.4390102463356
G57	G10	1.43871947031313
G10	G57	1.43871947031313
G35	G23	1.43477859359384
G23	G35	1.43477859359384
G35	G9	1.43368773950838
G9	G35	1.43368773950838
G37	G99	1.43085292166584
G99	G37	1.43085292166584
G80	G60	1.42779427334225
G60	G80	1.42779427334225
G28	G91	1.42767794563597
G91	G28	1.42767794563597
G63	G93	1.42304713326282
G93	G63	1.42304713326282
G67	G23	1.42160804527228
G23	G67	1.42160804527228
G19	G69	1.41962868239648
G69	G19	1.41962868239648
G98	G81	1.4167110495207
G81	G98	1.4167110495207
G13	G42	1.41649894367332
G42	G13	1.41649894367332
G57	G34	1.4138319125128
G34	G57	1.4138319125128
G24	G17	1.41295699238893
G17	G24	1.41295699238893
G21	G42	1.41232593698885
G42	G21	1.41232593698885
G92	G66	1.4101877317458
G66	G92	1.4101877317458
G37	G93	1.40934573684693
G93	G37	1.40934573684693
G99	G85	1.40917766195659
G85	G99	1.40917766195659
G42	G38	1.40852562775032
G38	G42	1.40852562775032
G15	G55	1.40715460093673
G55	G15	1.40715460093673
G83	G78	1.40503863011921
G78	G83	1.40503863011921
G22	G96	1.4016564347771
G96	G22	1.4016564347771
G15	G87	1.40146286519582
G87	G15	1.40146286519582
G24	G68	1.40133778832525
G68	G24	1.40133778832525
G9	G26	1.40120149416908
G26	G9	1.40120149416908
G52	G11	1.40047725555368
G11	G52	1.40047725555368
G94	G83	1.4003635495123
G83	G94	1.4003635495123
G90	G13	1.39665097293459
G13	G90	1.39665097293459
G8	G3	1.39462435946997
G3	G8	1.39462435946997
G84	G61	1.39231312987908
G61	G84	1.39231312987908
G42	G44	1.39147739171012
G44	G42	1.39147739171012
G44	G70	1.39103211993406
G70	G44	1.39103211993406
G93	G94	1.39026440551807
G94	G93	1.39026440551807
G19	G84	1.38742988818645
G84	G19	1.38742988818645
G46	G11	1.38707469077265
G11	G46	1.38707469077265
G84	G59	1.38418229286881
G59	G84	1.38418229286881
G72	G6	1.3835746883372
G6	G72	1.3835746883372
G37	G51	1.38337172681166
G51	G37	1.38337172681166
G80	G49	1.38183172625847
G49	G80	1.38183172625847
G54	G60	1.37628857156217
G60	G54	1.37628857156217
G73	G99	1.37410354176228
G99	G73	1.37410354176228
G18	G25	1.3731092773623
G25	G18	1.3731092773623
G93	G19	1.36974522317454
G19	G93	1.36974522317454
G7	G26	1.36712316103072
G26	G7	1.36712316103072
G75	G47	1.36554262895118
G47	G75	1.36554262895118
G92	G8	1.36393516819637
G8	G92	1.36393516819637
G83	G51	1.36309780032798
G51	G83	1.36309780032798
G24	G41	1.35925892333445
G41	G24	1.35925892333445
G99	G44	1.35667930997665
G44	G99	1.35667930997665
G91	G2	1.35182638059671
G2	G91	1.35182638059671
G18	G30	1.35060686463442
G30	G18	1.35060686463442
G84	G60	1.3505953968506
G60	G84	1.3505953968506
G1	G8	1.34941993411746
G8	G1	1.34941993411746
G16	G75	1.348494898202
G75	G16	1.348494898202
G29	G63	1.34643141704863
G63	G29	1.34643141704863
G97	G36	1.34622458521721
G36	G97	1.34622458521721
G40	G74	1.34505570833352
G74	G40	1.34505570833352
G76	G56	1.3448415571653
G56	G76	1.3448415571653
G71	G42	1.3447120344968
G42	G71	1.3447120344968
G28	G36	1.34239335425128
G36	G28	1.34239335425128
G67	G73	1.34222369906729
G73	G67	1.34222369906729
G66	G55	1.3389892255949
G55	G66	1.3389892255949
G27	G40	1.33541485857364
G40	G27	1.33541485857364
G11	G7	1.3349841975733
G7	G11	1.3349841975733
G98	G42	1.3338360163102
G42	G98	1.3338360163102
G45	G11	1.33308863310063
G11	G45	1.33308863310063
G43	G26	1.33193463219435
G26	G43	1.33193463219435
G18	G75	1.3314265298758
G75	G18	1.3314265298758
G43	G34	1.32978710430575
G34	G43	1.32978710430575
G57	G49	1.32764690573676
G49	G57	1.32764690573676
G59	G50	1.32736804432931
G50	G59	1.32736804432931
G38	G30	1.32720473387256
G30	G38	1.32720473387256
G10	G42	1.32286747290971
G42	G10	1.32286747290971
G9	G28	1.32037370485188
G28	G9	1.32037370485188
G80	G42	1.31941118394397
G42	G80	1.31941118394397
G49	G67	1.31878548286581
G67	G49	1.31878548286581
G62	G34	1.31387682040535
G34	G62	1.31387682040535
G95	G49	1.31331749043122
G49	G95	1.31331749043122
G40	G99	1.31308833607695
G99	G40	1.31308833607695
G63	G42	1.31150166235473
G42	G63	1.31150166235473
G91	G97	1.30630408224854
G97	G91	1.30630408224854
G100	G57	1.30591919677772
G57	G100	1.30591919677772
G13	G39	1.30468662041377
G39	G13	1.30468662041377
G9	G55	1.30363603313247
G55	G9	1.30363603313247
G99	G97	1.30327438898005
G97	G99	1.30327438898005
G7	G67	1.30199968419045
G67	G7	1.30199968419045
G84	G9	1.29923172814151
G9	G84	1.29923172814151
G99	G53	1.29867597954237
G53	G99	1.29867597954237
G8	G7	1.29857441862019
G7	G8	1.29857441862019
G78	G42	1.29527515338796
G42	G78	1.29527515338796
G12	G31	1.29435841308385
G31	G12	1.29435841308385
G53	G85	1.29204041931282
G85	G53	1.29204041931282
G66	G67	1.28837010880415
G67	G66	1.28837010880415
G6	G99	1.2837645729885
G99	G6	1.2837645729885
G82	G2	1.28112733560834
G2	G82	1.28112733560834
G91	G54	1.28000877521353
G54	G91	1.28000877521353
G17	G13	1.27867828815172
G13	G17	1.27867828815172
G79	G26	1.2783814394989
G26	G79	1.2783814394989
G89	G2	1.27631242827798
G2	G89	1.27631242827798
G55	G100	1.27626625199528
G100	G55	1.27626625199528
G81	G57	1.27606371414021
G57	G81	1.27606371414021
G18	G70	1.27574321085596
G70	G18	1.27574321085596
G62	G9	1.27524269209979
G9	G62	1.27524269209979
G11	G74	1.27386460384367
G74	G11	1.27386460384367
G83	G11	1.27017386996964
G11	G83	1.27017386996964
G99	G90	1.26812651752061
G90	G99	1.26812651752061
G73	G69	1.26510955180654
G69	G73	1.26510955180654
G40	G75	1.26232854515931
G75	G40	1.26232854515931
G36	G43	1.26139298941927
G43	G36	1.26139298941927
G96	G19	1.26091390017973
G19	G96	1.26091390017973
G99	G26	1.26056765226208
G26	G99	1.26056765226208
G39	G67	1.25929133414368
G67	G39	1.25929133414368
G58	G73	1.25917740373174
G73	G58	1.25917740373174
G87	G100	1.25828847563801
G100	G87	1.25828847563801
G13	G87	1.25808733741752
G87	G13	1.25808733741752
G45	G58	1.25770195497489
G58	G45	1.25770195497489
G86	G56	1.25696025042162
G56	G86	1.25696025042162
G68	G95	1.25580382262462
G95	G68	1.25580382262462
G64	G49	1.25546331251592
G49	G64	1.25546331251592
G84	G14	1.25425896959705
G14	G84	1.25425896959705
G51	G45	1.25424106170842
G45	G51	1.25424106170842
G97	G71	1.25356395865804
G71	G97	1.25356395865804
G81	G89	1.25194464732271
G89	G81	1.25194464732271
G57	G29	1.25191442330427
G29	G57	1.25191442330427
G35	G33	1.25179984550931
G33	G35	1.25179984550931
G6	G67	1.24592998650721
G67	G6	1.24592998650721
G17	G60	1.24525048346758
G60	G17	1.24525048346758
G24	G51	1.24516513196194
G51	G24	1.24516513196194
G96	G90	1.24175021428178
G90	G96	1.24175021428178
G62	G23	1.24131584455776
G23	G62	1.24131584455776
G98	G15	1.23935953809813
G15	G98	1.23935953809813
G26	G15	1.23895697522756
G15	G26	1.23895697522756
G23	G11	1.23865458559512
G11	G23	1.23865458559512
G38	G36	1.23687809837297
G36	G38	1.23687809837297
G90	G35	1.23586694263331
G35	G90	1.23586694263331
G34	G5	1.23497093172032
G5	G34	1.23497093172032
G99	G60	1.23469084482967
G60	G99	1.23469084482967
G45	G95	1.2344614339316
G95	G45	1.2344614339316
G24	G76	1.23444213666075
G76	G24	1.23444213666075
G42	G33	1.23399232827803
G33	G42	1.23399232827803
G83	G96	1.22950087844491
G96	G83	1.22950087844491
G49	G21	1.2287291109875
G21	G49	1.2287291109875
G33	G78	1.22863212130182
G78	G33	1.22863212130182
G69	G67	1.22572306812526
G67	G69	1.22572306812526
G21	G2	1.22570752430759
G2	G21	1.22570752430759
G9	G98	1.22558598732351
G98	G9	1.22558598732351
G61	G45	1.22434256363068
G45	G61	1.22434256363068
G22	G93	1.22239671907811
G93	G22	1.22239671907811
G16	G46	1.22224455796261
G46	G16	1.22224455796261
G91	G94	1.22134819113981
G94	G91	1.22134819113981
G43	G100	1.21975947366942
G100	G43	1.21975947366942
G52	G1	1.21928743376152
G1	G52	1.21928743376152
G24	G55	1.21905290120124
G55	G24	1.21905290120124
G68	G11	1.21866645519406
G11	G68	1.21866645519406
G41	G31	1.21796480046735
G31	G41	1.21796480046735
G60	G16	1.21760958941343
G16	G60	1.21760958941343
G61	G99	1.21727145132395
G99	G61	1.21727145132395
G23	G38	1.21362965682269
G38	G23	1.21362965682269
G19	G53	1.21096302007095
G53	G19	1.21096302007095
G3	G24	1.20949480291424
G24	G3	1.20949480291424
G49	G44	1.20834837724876
G44	G49	1.20834837724876
G67	G94	1.20806155930941
G94	G67	1.20806155930941
G57	G92	1.20792491750338
G92	G57	1.20792491750338
G5	G26	1.20436135641811
G26	G5	1.20436135641811
G21	G27	1.20406887881822
G27	G21	1.20406887881822
G7	G3	1.20321551217725
G3	G7	1.20321551217725
G58	G99	1.20091764391442
G99	G58	1.20091764391442
G63	G43	1.20065545936496
G43	G63	1.20065545936496
G3	G90	1.19858703689069
G90	G3	1.19858703689069
G4	G9	1.19611672241945
G9	G4	1.19611672241945
G81	G52	1.19579220222134
G52	G81	1.19579220222134
G19	G54	1.19372613865926
G54	G19	1.19372613865926
G69	G45	1.19237763280304
G45	G69	1.19237763280304
G16	G88	1.19186017619225
G88	G16	1.19186017619225
G40	G69	1.190726283971
G69	G40	1.190726283971
G13	G4	1.18995621077966
G4	G13	1.18995621077966
G94	G17	1.18826407446347
G17	G94	1.18826407446347
G31	G47	1.18788898017861
G47	G31	1.18788898017861
G13	G41	1.18725367149232
G41	G13	1.18725367149232
G32	G60	1.18699363218853
G60	G32	1.18699363218853
G1	G62	1.18543660770854
G62	G1	1.18543660770854
G21	G41	1.18251679907971
G41	G21	1.18251679907971
G72	G99	1.18240587149915
G99	G72	1.18240587149915
G39	G79	1.18197290796355
G79	G39	1.18197290796355
G21	G28	1.18149163753814
G28	G21	1.18149163753814
G96	G79	1.18071225486502
G79	G96	1.18071225486502
G44	G88	1.1803973202805
G88	G44	1.1803973202805
G62	G71	1.17968855026255
G71	G62	1.17968855026255
G90	G7	1.1785998228222
G7	G90	1.1785998228222
G56	G100	1.1770444290338
G100	G56	1.1770444290338
G69	G47	1.17626663108473
G47	G69	1.17626663108473
G41	G52	1.17386232266844
G52	G41	1.17386232266844
G100	G36	1.17355525468252
G36	G100	1.17355525468252
G52	G67	1.17213215660476
G67	G52	1.17213215660476
G46	G14	1.17091684953482
G14	G46	1.17091684953482
G4	G15	1.17022693539451
G15	G4	1.17022693539451
G24	G36	1.16978747620546
G36	G24	1.16978747620546
G83	G33	1.16898754586559
G33	G83	1.16898754586559
G28	G22	1.16874224197471
G22	G28	1.16874224197471
G67	G15	1.1684977467762
G15	G67	1.1684977467762
G5	G90	1.16781403808335
G90	G5	1.16781403808335
G7	G60	1.1656021118266
G60	G7	1.1656021118266
G61	G83	1.16549076834747
G83	G61	1.16549076834747
G41	G99	1.16307561712092
G99	G41	1.16307561712092
G99	G23	1.1629483522177
G23	G99	1.1629483522177
G63	G39	1.16112015617662
G39	G63	1.16112015617662
G34	G1	1.15872745785987
G1	G34	1.15872745785987
G91	G63	1.15753860135842
G63	G91	1.15753860135842
G61	G91	1.15628907111368
G91	G61	1.15628907111368
G58	G43	1.1557904631629
G43	G58	1.1557904631629
G11	G3	1.15412375093208
G3	G11	1.15412375093208
G47	G49	1.15149914482923
G49	G47	1.15149914482923
G79	G23	1.15035566403337
G23	G79	1.15035566403337
G43	G8	1.15014537826799
G8	G43	1.15014537826799
G22	G11	1.14979372872509
G11	G22	1.14979372872509
G1	G36	1.14858996402509
G36	G1	1.14858996402509
G81	G12	1.14848646199142
G12	G81	1.14848646199142
G14	G70	1.14834732131575
G70	G14	1.14834732131575
G74	G45	1.14824177109946
G45	G74	1.14824177109946
G75	G87	1.1480954515624
G87	G75	1.1480954515624
G7	G47	1.14523262317065
G47	G7	1.14523262317065
G100	G41	1.14510597492949
G41	G100	1.14510597492949
G87	G30	1.14396356506064
G30	G87	1.14396356506064
G83	G64	1.14357799917764
G64	G83	1.14357799917764
G44	G35	1.14181444242994
G35	G44	1.14181444242994
G71	G23	1.13926994783949
G23	G71	1.13926994783949
G83	G55	1.13678374136876
G55	G83	1.13678374136876
G27	G100	1.13660683906266
G100	G27	1.13660683906266
G83	G48	1.13620251002314
G48	G83	1.13620251002314
G66	G61	1.13329615951985
G61	G66	1.13329615951985
G56	G79	1.13316360843867
G79	G56	1.13316360843867
G37	G46	1.13256689094192
G46	G37	1.13256689094192
G61	G43	1.12926167798795
G43	G61	1.12926167798795
G29	G6	1.1291352047109
G6	G29	1.1291352047109
G40	G33	1.12888569309953
G33	G40	1.12888569309953
G94	G3	1.12699437623448
G3	G94	1.12699437623448
G24	G47	1.12682814809277
G47	G24	1.12682814809277
G71	G55	1.12505549877605
G55	G71	1.12505549877605
G100	G32	1.12246266038129
G32	G100	1.12246266038129
G4	G69	1.12123507844445
G69	G4	1.12123507844445
G97	G89	1.12110194022285
G89	G97	1.12110194022285
G86	G76	1.11864838226021
G76	G86	1.11864838226021
G44	G83	1.11827738392652
G83	G44	1.11827738392652
G98	G92	1.11747195431207
G92	G98	1.11747195431207
G72	G53	1.11299113564408
G53	G72	1.11299113564408
G49	G53	1.11187463831651
G53	G49	1.11187463831651
G62	G18	1.11150395893985
G18	G62	1.11150395893985
G33	G80	1.11076889346365
G80	G33	1.11076889346365
G37	G32	1.10386992786277
G32	G37	1.10386992786277
G16	G63	1.1031581262981
G63	G16	1.1031581262981
G90	G37	1.10309315316136
G37	G90	1.10309315316136
G90	G8	1.10234962946268
G8	G90	1.10234962946268
G59	G8	1.10069761582086
G8	G59	1.10069761582086
G2	G9	1.10041673432304
G9	G2	1.10041673432304
G99	G5	1.10020831630004
G5	G99	1.10020831630004
G40	G95	1.09940694376005
G95	G40	1.09940694376005
G69	G24	1.09625202311422
G24	G69	1.09625202311422
G13	G61	1.09525849054697
G61	G13	1.09525849054697
G54	G87	1.09363679943464
G87	G54	1.09363679943464
G89	G77	1.09335317916405
G77	G89	1.09335317916405
G19	G47	1.09165742304611
G47	G19	1.09165742304611
G56	G75	1.09149562215336
G75	G56	1.09149562215336
G69	G8	1.0914166701796
G8	G69	1.0914166701796
G62	G31	1.09102697468002
G31	G62	1.09102697468002
G63	G66	1.08893838037585
G66	G63	1.08893838037585
G20	G64	1.08829001464432
G64	G20	1.08829001464432
G9	G27	1.085897029483
G27	G9	1.085897029483
G46	G32	1.08421629447635
G32	G46	1.08421629447635
G39	G11	1.08379861148057
G11	G39	1.08379861148057
G92	G61	1.07937910267335
G61	G92	1.07937910267335
G89	G74	1.07766457473557
G74	G89	1.07766457473557
G1	G68	1.07743083139055
G68	G1	1.07743083139055
G70	G9	1.07735143073516
G9	G70	1.07735143073516
G4	G82	1.07663577228408
G82	G4	1.07663577228408
G75	G51	1.07593723139649
G51	G75	1.07593723139649
G89	G57	1.0750751339925
G57	G89	1.0750751339925
G44	G24	1.07398486720841
G24	G44	1.07398486720841
G9	G6	1.07357237926964
G6	G9	1.07357237926964
G31	G99	1.07336517796762
G99	G31	1.07336517796762
G67	G31	1.07028732563027
G31	G67	1.07028732563027
G90	G52	1.06871707388234
G52	G90	1.06871707388234
G100	G23	1.06737099036934
G23	G100	1.06737099036934
G90	G30	1.06544997810796
G30	G90	1.06544997810796
G15	G54	1.06512037728743
G54	G15	1.06512037728743
G73	G100	1.06313178615693
G100	G73	1.06313178615693
G13	G78	1.061367130195
G78	G13	1.061367130195
G28	G95	1.05892494636516
G95	G28	1.05892494636516
G60	G12	1.05198738999144
G12	G60	1.05198738999144
G32	G42	1.05171050523537
G42	G32	1.05171050523537
G98	G88	1.05118251415776
G88	G98	1.05118251415776
G2	G49	1.05034423933743
G49	G2	1.05034423933743
G32	G17	1.05034120589294
G17	G32	1.05034120589294
G12	G89	1.05005293205037
G89	G12	1.05005293205037
G1	G35	1.0483021055241
G35	G1	1.0483021055241
G69	G18	1.04737322668694
G18	G69	1.04737322668694
G79	G30	1.04717857293384
G30	G79	1.04717857293384
G81	G92	1.04679066111492
G92	G81	1.04679066111492
G49	G60	1.04503634551194
G60	G49	1.04503634551194
G61	G39	1.04462436834942
G39	G61	1.04462436834942
G91	G49	1.04216260319133
G49	G91	1.04216260319133
G49	G77	1.04093164974778
G77	G49	1.04093164974778
G75	G8	1.04071369056853
G8	G75	1.04071369056853
G53	G92	1.04003617335462
G92	G53	1.04003617335462
G6	G1	1.03898194299002
G1	G6	1.03898194299002
G25	G70	1.03761008313381
G70	G25	1.03761008313381
G38	G9	1.03745093767981
